Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,62,-1.3439999999998498,-0.021677419354836285,-0.011882840900204177,0.6129032258064516,-0.32454492756732584,-0.40315975083333316
Fixed Delta Condor,62,0.6695000000001791,0.010798387096777082,-0.0009944269044027197,0.7580645161290323,-0.0436953106054708,-0.0502166751262007
Sigma Condor,62,0.9465000000001438,0.015266129032260383,-0.027893737380536084,0.6451612903225806,-0.848478842697402,-0.9897987192874426
