Epoch,TrainLoss,ValLoss,TrainDeltaLoss
1,0.12523954659700393,0.09623894095420837,0.1217850665251414
2,0.09986034433046977,0.08464772254228592,0.09796237299839655
3,0.09164134562015533,0.08210321515798569,0.0915218894680341
4,0.08687244616448879,0.08126486092805862,0.09110004641115665
5,0.08754650577902794,0.08029717952013016,0.08677670607964198
6,0.0841274378200372,0.08033265173435211,0.08586899936199188
7,0.08393833662072818,0.08048085868358612,0.08486575186252594
8,0.08336088508367538,0.08116143941879272,0.08292503481109938
9,0.08273929854234059,0.0803012102842331,0.08312810013691584
10,0.08187277540564537,0.08080978691577911,0.08104218542575836
11,0.07942801328996817,0.08094904571771622,0.0806025717407465
12,0.07889914301534494,0.08206584304571152,0.07893784406284492
13,0.07860132878025373,0.08151571452617645,0.0786886981377999
14,0.07834837213158607,0.08157828450202942,0.07709969095885753
15,0.0780121920009454,0.08256486803293228,0.07804165196915468
16,0.0775226974238952,0.08082714676856995,0.07631231881678105
17,0.07729247423509757,0.08202987164258957,0.07775657524665197
18,0.07563294644157091,0.08230698108673096,0.07537459867695967
19,0.07627869260807832,0.08209250867366791,0.07565517847736676
20,0.07556765886644522,0.0821196660399437,0.07500350251793861
