Epoch,TrainLoss,ValLoss,TrainDeltaLoss
1,0.13403782521684965,0.10887517035007477,0.13195780292153358
2,0.10658820420503616,0.08739180117845535,0.10636793499191602
3,0.09547475352883339,0.08133266121149063,0.09314220870534579
4,0.08975549191236495,0.07930056750774384,0.08921889637907346
5,0.08857156783342361,0.07680588960647583,0.08672686119874319
6,0.08429715024928251,0.07676654309034348,0.08450040891766548
7,0.08259352333843709,0.07564491033554077,0.08225893725951512
8,0.08260881019135316,0.07577800005674362,0.08065039453407129
9,0.08066706160704294,0.07559822499752045,0.08046531056364377
10,0.08009257279336453,0.07562824338674545,0.0785882905125618
11,0.07938282539447149,0.07458185404539108,0.07765626274049282
12,0.07732468371589979,0.07487288117408752,0.07892980376879374
13,0.07566677903135617,0.07520841062068939,0.07613688992957274
14,0.07516187690198421,0.0751693844795227,0.07641566197077433
15,0.07636950425803661,0.07575483620166779,0.07339471206068993
16,0.07401174468298753,0.07662869244813919,0.07302740948895613
17,0.0728362658371528,0.0774918645620346,0.07442385007937749
18,0.07205617167055607,0.07658608257770538,0.07174484481414159
19,0.07096576765179634,0.07781985402107239,0.07115963101387024
20,0.07167456286648909,0.07791134715080261,0.07071810315052668
21,0.07203028276562691,0.07818008214235306,0.07018561239043872
22,0.07027753045161565,0.07838505506515503,0.06972560013333956
23,0.06909555507202943,0.0770234763622284,0.06898018084466458
24,0.06919905456403891,0.07934980094432831,0.06838260578612486
25,0.0671544241408507,0.07938988506793976,0.0686094461629788
26,0.06717011916140715,0.0794844776391983,0.06734640076756478
