Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,62,140.5099999999983,2.266290322580618,0.0009674490982533151,0.6451612903225806,0.024235290314772152,0.030748249037317828
Fixed Delta Condor,62,-55.06,-0.8880645161290323,-0.02361780088717625,0.7258064516129032,-0.9426308180941837,-1.048845618582739
Sigma Condor,62,80.81999999999925,1.3035483870967621,-0.011989860262014264,0.6451612903225806,-0.3775249797118472,-0.47339726010862954
