Metric,Value
count,125.0
avg_pnl_per_condor,3.607312506756642
min_pnl_per_condor,-56.00905855536461
max_pnl_per_condor,64.35500000000002
win_rate,0.7235772357723578
avg_credit,22.23286967707634
avg_max_loss,52.727130322923664
avg_return_on_risk,0.06662197056631516
