EntryTimestamp,Expiry,PnL,Credit,MaxLoss,WidthPut,WidthCall,ReturnOnRisk
2025-02-07T15:00:00.0,2025-02-07T21:00:00.0,-2.632500000000014,0.22750000000000006,2.7725,3.0,2.0,-0.9495040577096534
2025-02-10T15:00:00.0,2025-02-11T21:00:00.0,1.5650000000000002,1.5650000000000002,2.4349999999999996,4.0,4.0,0.6427104722792609
2025-02-11T15:00:00.0,2025-02-12T21:00:00.0,0.9875,0.9875,3.0125,4.0,3.0,0.3278008298755187
2025-02-12T15:00:00.0,2025-02-13T21:00:00.0,-1.7650000000000001,1.2350000000000003,2.7649999999999997,4.0,3.0,-0.6383363471971069
2025-02-13T15:00:00.0,2025-02-14T21:00:00.0,-0.3450000000000091,1.145,2.355,3.5,3.0,-0.14649681528662806
2025-02-14T15:00:00.0,2025-02-14T21:00:00.0,0.6574999999999999,0.6574999999999999,2.3425000000000002,3.0,2.0,0.2806830309498398
2025-02-18T15:00:00.0,2025-02-19T21:00:00.0,0.9674999999999998,0.9674999999999998,3.0325,4.0,3.0,0.3190436933223412
2025-02-19T15:00:00.0,2025-02-20T21:00:00.0,1.085,1.085,2.915,4.0,3.0,0.37221269296740994
2025-02-20T15:00:00.0,2025-02-21T21:00:00.0,-2.48,1.27,3.73,5.0,4.0,-0.6648793565683646
2025-02-21T15:00:00.0,2025-02-21T21:00:00.0,-2.4524999999999997,0.5475,2.4525,3.0,3.0,-0.9999999999999998
2025-02-24T15:00:00.0,2025-02-25T21:00:00.0,1.1475000000000226,1.5474999999999999,3.4525,5.0,4.0,0.3323678493845105
2025-02-25T15:00:00.0,2025-02-26T21:00:00.0,1.8225000000000002,1.8225000000000002,3.1774999999999998,5.0,5.0,0.5735641227380017
2025-02-26T15:00:00.0,2025-02-27T21:00:00.0,-3.5625000000000004,1.4375,3.5625,5.0,5.0,-1.0000000000000002
2025-02-27T15:00:00.0,2025-02-28T21:00:00.0,1.7899999999999991,1.7899999999999991,4.210000000000001,6.0,5.0,0.42517814726840825
2025-02-28T15:00:00.0,2025-02-28T21:00:00.0,-2.8499999999999504,1.0799999999999998,2.92,4.0,4.0,-0.976027397260257
2025-03-03T15:00:00.0,2025-03-04T21:00:00.0,-4.685,1.3149999999999997,4.6850000000000005,6.0,4.0,-0.9999999999999998
2025-03-04T15:00:00.0,2025-03-05T21:00:00.0,2.1425,2.1425,4.8575,7.0,7.0,0.44107050952135873
2025-03-05T15:00:00.0,2025-03-06T21:00:00.0,1.6899999999999997,1.6899999999999997,5.3100000000000005,7.0,7.0,0.31826741996233515
2025-03-06T15:00:00.0,2025-03-07T21:00:00.0,2.37,2.37,4.63,7.0,7.0,0.5118790496760259
2025-03-07T15:00:00.0,2025-03-07T21:00:00.0,1.745,1.745,4.255,5.0,6.0,0.41010575793184495
2025-03-10T14:00:00.0,2025-03-11T20:00:00.0,-0.3599999999999771,2.7900000000000005,5.209999999999999,6.0,8.0,-0.06909788867561942
2025-03-11T14:00:00.0,2025-03-12T20:00:00.0,1.85,1.85,5.15,6.0,7.0,0.3592233009708738
2025-03-12T14:00:00.0,2025-03-13T20:00:00.0,2.4825,2.4825,4.5175,5.0,7.0,0.5495296070835639
2025-03-13T14:00:00.0,2025-03-14T20:00:00.0,0.10000000000002707,2.38,4.62,7.0,7.0,0.021645021645027504
2025-03-14T14:00:00.0,2025-03-14T20:00:00.0,-1.4149999999999727,0.865,3.135,3.0,4.0,-0.451355661881969
2025-03-17T14:00:00.0,2025-03-18T20:00:00.0,1.9300000000000002,1.9300000000000002,4.07,6.0,5.0,0.4742014742014742
2025-03-18T14:00:00.0,2025-03-19T20:00:00.0,1.6825000000000003,1.6825000000000003,4.3175,6.0,6.0,0.38969310943833246
2025-03-19T14:00:00.0,2025-03-20T20:00:00.0,2.14,2.14,3.86,5.0,6.0,0.5544041450777203
2025-03-20T14:00:00.0,2025-03-21T20:00:00.0,1.8175000000000003,1.8175000000000003,4.182499999999999,6.0,5.0,0.4345487148834431
2025-03-21T14:00:00.0,2025-03-21T20:00:00.0,-0.19249999999999995,1.0575,2.9425,3.0,4.0,-0.06542056074766353
2025-03-24T14:00:00.0,2025-03-25T20:00:00.0,1.159999999999977,1.7600000000000002,3.2399999999999998,5.0,4.0,0.3580246913580176
2025-03-25T14:00:00.0,2025-03-26T20:00:00.0,0.6125000000000091,0.8725000000000002,3.1275,4.0,3.0,0.19584332533973114
2025-03-26T14:00:00.0,2025-03-27T20:00:00.0,-1.2750000000000319,1.315,2.685,4.0,4.0,-0.4748603351955426
2025-03-27T14:00:00.0,2025-03-28T20:00:00.0,-3.29,1.7100000000000002,3.29,5.0,5.0,-1.0
2025-03-28T14:00:00.0,2025-03-28T20:00:00.0,-2.0475000000000003,0.9524999999999998,3.0475000000000003,3.0,4.0,-0.671862182116489
2025-03-31T14:00:00.0,2025-04-01T20:00:00.0,-2.8575,2.1425,3.8575,6.0,6.0,-0.7407647440051847
2025-04-01T14:00:00.0,2025-04-02T20:00:00.0,0.6974999999999727,2.1675000000000004,3.8324999999999996,6.0,6.0,0.18199608610566803
2025-04-02T14:00:00.0,2025-04-03T20:00:00.0,-5.202499999999999,1.7975000000000003,5.2025,7.0,6.0,-0.9999999999999998
2025-04-03T14:00:00.0,2025-04-04T20:00:00.0,-4.610000000000002,2.39,5.609999999999999,7.0,8.0,-0.8217468805704105
2025-04-04T14:00:00.0,2025-04-04T20:00:00.0,-7.3049999999999775,3.0949999999999998,7.905,11.0,8.0,-0.9240986717267523
2025-04-07T14:00:00.0,2025-04-08T20:00:00.0,5.695,5.695,9.305,11.0,15.0,0.6120365394948952
2025-04-08T14:00:00.0,2025-04-09T20:00:00.0,-5.142500000000001,5.857499999999999,9.142500000000002,15.0,11.0,-0.5624829094886519
2025-04-09T14:00:00.0,2025-04-10T20:00:00.0,1.4450000000000458,5.995,11.004999999999999,16.0,17.0,0.13130395274875475
2025-04-10T14:00:00.0,2025-04-11T20:00:00.0,5.422499999999999,5.422499999999999,8.5775,14.0,13.0,0.6321772078111336
2025-04-11T14:00:00.0,2025-04-11T20:00:00.0,0.529999999999968,3.87,8.129999999999999,12.0,9.0,0.06519065190651514
2025-04-14T14:00:00.0,2025-04-15T20:00:00.0,3.6225000000000005,3.6225000000000005,6.3774999999999995,10.0,8.0,0.568012544100353
2025-04-15T14:00:00.0,2025-04-16T20:00:00.0,-4.972499999999999,2.0275,4.9725,7.0,7.0,-0.9999999999999998
2025-04-16T14:00:00.0,2025-04-17T20:00:00.0,3.0125,3.0125,4.9875,7.0,8.0,0.6040100250626567
2025-04-17T14:00:00.0,2025-04-17T20:00:00.0,1.1925,1.1925,3.8075,5.0,4.0,0.31319763624425473
2025-04-21T14:00:00.0,2025-04-22T20:00:00.0,0.2950000000000087,2.3049999999999997,5.695,8.0,8.0,0.05179982440737642
2025-04-22T14:00:00.0,2025-04-23T20:00:00.0,-4.390000000000001,2.6099999999999994,4.390000000000001,5.0,7.0,-1.0
2025-04-23T14:00:00.0,2025-04-24T20:00:00.0,1.9025,1.9025,6.0975,8.0,7.0,0.3120131201312013
2025-04-24T14:00:00.0,2025-04-25T20:00:00.0,2.06,2.06,6.9399999999999995,8.0,9.0,0.29682997118155624
2025-04-25T14:00:00.0,2025-04-25T20:00:00.0,1.1825,1.1825,4.8175,5.0,6.0,0.24545926310326935
2025-04-28T14:00:00.0,2025-04-29T20:00:00.0,1.3524999999999996,1.3524999999999996,4.647500000000001,6.0,5.0,0.29101667563206013
2025-04-29T14:00:00.0,2025-04-30T20:00:00.0,0.9949999999999999,0.9949999999999999,5.005,5.0,6.0,0.1988011988011988
2025-04-30T14:00:00.0,2025-05-01T20:00:00.0,-5.062499999999999,1.9375000000000002,5.0625,7.0,7.0,-0.9999999999999998
2025-05-01T14:00:00.0,2025-05-02T20:00:00.0,2.36,2.36,5.640000000000001,8.0,6.0,0.4184397163120567
2025-05-02T14:00:00.0,2025-05-02T20:00:00.0,1.025,1.025,2.975,4.0,4.0,0.34453781512605036
2025-05-05T14:00:00.0,2025-05-06T20:00:00.0,1.2199999999999818,1.45,3.55,5.0,5.0,0.3436619718309808
2025-05-06T14:00:00.0,2025-05-07T20:00:00.0,1.9900000000000004,1.9900000000000004,4.01,6.0,6.0,0.49625935162094775
