Epoch,TrainLoss,ValLoss,TrainDeltaLoss,TrainSizeLoss
1,0.4173816994235322,0.21040165424346924,0.12913733922146461,0.26515558472759015
2,0.2696762902511133,0.2032938003540039,0.11342074017266969,0.15966696120999954
3,0.24467804826594688,0.20294490456581116,0.10624234569636551,0.14912543450859753
4,0.2513835748305192,0.20382484793663025,0.10339063164350148,0.14240036212612647
5,0.24541687683479205,0.20393741130828857,0.10169184973111024,0.13349789426334807
6,0.23200437164789922,0.20310676097869873,0.10238019900547492,0.1396508449436845
7,0.23559252756672935,0.20323795080184937,0.10210151940181449,0.13222484106852397
8,0.23728132489565257,0.2032414674758911,0.10133093343795957,0.12915608498293
9,0.22679787854085098,0.20340435206890106,0.0983418210132702,0.1314123307631628
10,0.23383874365606824,0.2023533582687378,0.09794739804960587,0.12579458126345197
11,0.22185639896102854,0.2031700313091278,0.09927404007396183,0.12344537594833889
12,0.22094031866337802,0.2045125663280487,0.09883374922178886,0.12144203995027252
13,0.21209713192404928,0.20401531457901,0.09608161791756346,0.11811608644957478
14,0.21108217799180262,0.20230409502983093,0.09690582309220289,0.11479787432865517
15,0.2086399789597537,0.20241989195346832,0.09716035516278164,0.11418441325627468
16,0.21153057930437294,0.2038506269454956,0.09551003696145238,0.11353783223878693
17,0.2094204129802214,0.20623815059661865,0.09627132641302573,0.11216195088786048
18,0.20085784732489972,0.20558962225914001,0.09689963518365009,0.10745285982517777
19,0.20517660878800056,0.20607605576515198,0.09559955800304541,0.11286976596189512
20,0.19942864775657654,0.2055821567773819,0.09434414493876535,0.10444121002345472
21,0.2001043397027093,0.2072455734014511,0.09488452548110807,0.10592393013271126
22,0.19976437836885452,0.20752501487731934,0.09349269581002158,0.10524103080702794
23,0.19707157442698608,0.20755469799041748,0.0940676291246672,0.10079712068309656
24,0.19982821997758504,0.20927485823631287,0.0934504985406592,0.09672996079599536
25,0.19540923270019325,0.20892776548862457,0.0927154354348376,0.0907294574269169
26,0.19124644289951068,0.2108936309814453,0.09332240654810055,0.10092625633586903
27,0.1918571100041673,0.21024608612060547,0.09518787355439083,0.09996768882548487
28,0.18687208641219782,0.20956577360630035,0.09464039643471306,0.09962894905962653
29,0.19226660659989794,0.2089790254831314,0.09423486395059405,0.09497123579117092
