EntryTimestamp,Expiry,OptionType,Strike,Direction,Quantity,EntrySpot,EntryPrice,EntryBid,EntryAsk,EntryPriceUsd,EntryBidUsd,EntryAskUsd,EntryCostUsd,PnL
2025-02-20T15:00:00.0,2025-02-21T21:00:00.0,Put,268.0,-1,0.34692367911338806,270.61,0.0011086064816525627,0.0011086064816525627,0.0011086064816525627,0.3,0.3,0.3,-0.10407710373401642,0.10407710373401642
2025-02-20T15:00:00.0,2025-02-21T21:00:00.0,Call,273.0,-1,0.34692367911338806,270.61,0.0008499316359336314,0.0008499316359336314,0.0009977458334873065,0.23,0.23,0.27,-0.07979244619607927,0.07979244619607927
2025-02-20T15:00:00.0,2025-02-21T21:00:00.0,Put,265.0,1,0.34692367911338806,270.61,0.00029562839510735003,0.00029562839510735003,0.00029562839510735003,0.08,0.08,0.08,0.027753894329071046,-0.027753894329071046
2025-02-20T15:00:00.0,2025-02-21T21:00:00.0,Call,277.0,1,0.34692367911338806,270.61,7.390709877683751e-5,7.390709877683751e-5,7.390709877683751e-5,0.02,0.02,0.02,0.0069384735822677615,-0.0069384735822677615
2025-02-27T15:00:00.0,2025-02-28T21:00:00.0,Put,262.0,-1,0.26469552516937256,265.03,0.0009432894389314418,0.0009432894389314418,0.0010187525940459573,0.25,0.25,0.27,-0.06617388129234314,0.06617388129234314
2025-02-27T15:00:00.0,2025-02-28T21:00:00.0,Call,266.0,-1,0.26469552516937256,265.03,0.0024902841187790063,0.0024902841187790063,0.0025657472738935217,0.66,0.66,0.68,-0.1746990466117859,0.1746990466117859
2025-02-27T15:00:00.0,2025-02-28T21:00:00.0,Put,261.0,1,0.26469552516937256,265.03,0.0006414368184733804,0.0006414368184733804,0.0006414368184733804,0.17,0.17,0.17,0.04499823927879333,-0.04499823927879333
2025-02-27T15:00:00.0,2025-02-28T21:00:00.0,Call,270.0,1,0.26469552516937256,265.03,0.00026412104290080376,0.00022638946534354602,0.00026412104290080376,0.07,0.06,0.07,0.018528686761856084,-0.018528686761856084
2025-02-28T15:00:00.0,2025-02-28T21:00:00.0,Put,260.0,-1,0.7366430759429932,261.35,0.0007652573177731012,0.0007652573177731012,0.0008417830495504112,0.2,0.2,0.22,-0.14732861518859866,0.14732861518859866
2025-02-28T15:00:00.0,2025-02-28T21:00:00.0,Call,263.0,-1,0.7366430759429932,261.35,0.00045915439066386067,0.00045915439066386067,0.0004974172565525158,0.12,0.12,0.13,-0.08839716911315917,-0.16574469208719358
2025-02-28T15:00:00.0,2025-02-28T21:00:00.0,Put,250.0,1,0.7366430759429932,261.35,3.8262865888655055e-5,3.8262865888655055e-5,3.8262865888655055e-5,0.01,0.01,0.01,0.0073664307594299315,-0.0073664307594299315
2025-02-28T15:00:00.0,2025-02-28T21:00:00.0,Call,265.0,1,0.7366430759429932,261.35,7.652573177731011e-5,3.8262865888655055e-5,7.652573177731011e-5,0.02,0.01,0.02,0.014732861518859863,-0.014732861518859863
2025-03-04T15:00:00.0,2025-03-05T21:00:00.0,Put,265.0,-1,0.2978420853614807,267.93,0.0010450490799835779,0.0010450490799835779,0.0013063113499794722,0.28,0.28,0.35,-0.0833957839012146,0.0833957839012146
2025-03-04T15:00:00.0,2025-03-05T21:00:00.0,Call,270.0,-1,0.2978420853614807,267.93,0.0010450490799835779,0.0010450490799835779,0.0012316649871235024,0.28,0.28,0.33,-0.0833957839012146,0.0833957839012146
2025-03-04T15:00:00.0,2025-03-05T21:00:00.0,Put,256.0,1,0.2978420853614807,267.93,3.732318142798492e-5,3.732318142798492e-5,3.732318142798492e-5,0.01,0.01,0.01,0.002978420853614807,-0.002978420853614807
2025-03-04T15:00:00.0,2025-03-05T21:00:00.0,Call,272.0,1,0.2978420853614807,267.93,0.00037323181427984924,0.00037323181427984924,0.00037323181427984924,0.1,0.1,0.1,0.029784208536148073,-0.029784208536148073
2025-03-06T15:00:00.0,2025-03-07T21:00:00.0,Put,266.0,-1,0.30189967155456543,269.19,0.0013744938519261488,0.0013744938519261488,0.0013744938519261488,0.37,0.37,0.37,-0.11170287847518921,0.11170287847518921
2025-03-06T15:00:00.0,2025-03-07T21:00:00.0,Call,272.5,-1,0.30189967155456543,269.19,0.0012258999219881869,0.0012258999219881869,0.0012258999219881869,0.33,0.33,0.33,-0.0996268916130066,0.0996268916130066
2025-03-06T15:00:00.0,2025-03-07T21:00:00.0,Put,264.0,1,0.30189967155456543,269.19,0.0005200787547828672,0.0004829302722983766,0.0005200787547828672,0.14,0.13,0.14,0.04226595401763916,-0.04226595401763916
2025-03-06T15:00:00.0,2025-03-07T21:00:00.0,Call,277.0,1,0.30189967155456543,269.19,3.714848248449051e-5,3.714848248449051e-5,3.714848248449051e-5,0.01,0.01,0.01,0.0030189967155456543,-0.0030189967155456543
2025-03-07T15:00:00.0,2025-03-07T21:00:00.0,Put,267.5,-1,0.5721643567085266,270.21,0.00022204951704230045,0.00022204951704230045,0.00022204951704230045,0.060000000000000005,0.060000000000000005,0.060000000000000005,-0.0343298614025116,0.0343298614025116
2025-03-07T15:00:00.0,2025-03-07T21:00:00.0,Call,271.0,-1,0.5721643567085266,270.21,0.001258280596573036,0.001258280596573036,0.001258280596573036,0.34,0.34,0.34,-0.19453588128089908,0.19453588128089908
2025-03-07T15:00:00.0,2025-03-07T21:00:00.0,Put,265.0,1,0.5721643567085266,270.21,7.401650568076682e-5,7.401650568076682e-5,7.401650568076682e-5,0.02,0.02,0.02,0.011443287134170534,-0.011443287134170534
2025-03-07T15:00:00.0,2025-03-07T21:00:00.0,Call,272.5,1,0.5721643567085266,270.21,0.00037008252840383413,0.00037008252840383413,0.00037008252840383413,0.1,0.1,0.1,0.05721643567085267,-0.05721643567085267
2025-03-14T14:00:00.0,2025-03-14T20:00:00.0,Put,274.0,-1,0.568507194519043,275.39,0.0006173063655179927,0.0006173063655179927,0.0007262427829623444,0.17,0.17,0.2,-0.09664622306823731,0.09664622306823731
2025-03-14T14:00:00.0,2025-03-14T20:00:00.0,Call,276.0,-1,0.568507194519043,275.39,0.0009441156178510477,0.0009441156178510477,0.001161988452739751,0.26,0.26,0.32,-0.14781187057495118,0.14781187057495118
2025-03-14T14:00:00.0,2025-03-14T20:00:00.0,Put,272.5,1,0.568507194519043,275.39,0.0002178728348887033,0.0002178728348887033,0.0002178728348887033,0.06,0.06,0.06,0.034110431671142576,-0.034110431671142576
2025-03-14T14:00:00.0,2025-03-14T20:00:00.0,Call,279.0,1,0.568507194519043,275.39,3.631213914811722e-5,3.631213914811722e-5,3.631213914811722e-5,0.01,0.01,0.01,0.005685071945190429,-0.005685071945190429
2025-03-17T14:00:00.0,2025-03-17T20:00:00.0,Put,274.0,-1,0.4009612202644348,275.57,0.0002540189425554306,0.0002540189425554306,0.0002540189425554306,0.07,0.07,0.07,-0.028067285418510435,
2025-03-17T14:00:00.0,2025-03-17T20:00:00.0,Call,277.0,-1,0.4009612202644348,275.57,0.00021773052219036906,0.00021773052219036906,0.00021773052219036906,0.06,0.06,0.06,-0.024057673215866087,
2025-03-17T14:00:00.0,2025-03-17T20:00:00.0,Put,270.0,1,0.4009612202644348,275.57,3.628842036506151e-5,3.628842036506151e-5,3.628842036506151e-5,0.01,0.01,0.01,0.004009612202644348,
2025-03-17T14:00:00.0,2025-03-17T20:00:00.0,Call,279.0,1,0.4009612202644348,275.57,3.628842036506151e-5,3.628842036506151e-5,3.628842036506151e-5,0.01,0.01,0.01,0.004009612202644348,
2025-03-20T14:00:00.0,2025-03-21T20:00:00.0,Put,277.0,-1,0.4207433760166168,279.71,0.0010010367881019629,0.0010010367881019629,0.0010010367881019629,0.28,0.28,0.28,-0.11780814528465272,0.11780814528465272
2025-03-20T14:00:00.0,2025-03-21T20:00:00.0,Call,282.0,-1,0.4207433760166168,279.71,0.0008937828465196097,0.0008937828465196097,0.0008937828465196097,0.25,0.25,0.25,-0.1051858440041542,0.1051858440041542
2025-03-20T14:00:00.0,2025-03-21T20:00:00.0,Put,275.0,1,0.4207433760166168,279.71,0.0004290157663294126,0.0004290157663294126,0.0004290157663294126,0.12,0.12,0.12,0.050489205121994014,-0.050489205121994014
2025-03-20T14:00:00.0,2025-03-21T20:00:00.0,Call,285.0,1,0.4207433760166168,279.71,0.00014300525544313754,0.00014300525544313754,0.00014300525544313754,0.04,0.04,0.04,0.01682973504066467,-0.01682973504066467
2025-03-21T14:00:00.0,2025-03-21T20:00:00.0,Put,276.0,-1,0.35130614042282104,277.12,0.0007938799076212471,0.0007938799076212471,0.0009743071593533488,0.22,0.22,0.27,-0.07728735089302063,0.07728735089302063
2025-03-21T14:00:00.0,2025-03-21T20:00:00.0,Call,278.0,-1,0.35130614042282104,277.12,0.0009382217090069284,0.0009382217090069284,0.00111864896073903,0.26,0.26,0.31,-0.09133959650993347,-0.09836571931839709
2025-03-21T14:00:00.0,2025-03-21T20:00:00.0,Put,275.0,1,0.35130614042282104,277.12,0.0004691108545034642,0.00039693995381062354,0.0004691108545034642,0.13,0.11,0.13,0.04566979825496673,-0.04566979825496673
2025-03-21T14:00:00.0,2025-03-21T20:00:00.0,Call,283.0,1,0.35130614042282104,277.12,3.608545034642032e-5,3.608545034642032e-5,3.608545034642032e-5,0.01,0.01,0.01,0.0035130614042282104,-0.0035130614042282104
2025-03-24T14:00:00.0,2025-03-24T20:00:00.0,Put,278.0,-1,0.3805879056453705,278.63,0.0006101281269066505,0.0006101281269066505,0.0007536876861788034,0.17,0.17,0.21,-0.064699943959713,-0.24357625961303797
