Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,86,-0.9095887225866495,-0.010576613053333133,-0.0033789483759080158,0.7325581395348837,-0.25355068394004815,-0.28369879736193326
Fixed Delta Condor,73,-3.285800000000001,-0.0450109589041096,-0.022492293842352788,0.7808219178082192,-1.1737070311292515,-1.2583894788369723
Sigma Condor,98,-6.433999999999993,-0.06565306122448973,-0.014844134598884702,0.6530612244897959,-0.5454109164152384,-0.6392258089334194
