Epoch,TrainLoss,ValLoss,TrainDeltaLoss,TrainSizeLoss
1,0.7376903937413142,0.2971969246864319,0.15791369325075394,0.5311500495060896
2,0.33901285781310153,0.24756237864494324,0.14388225418634903,0.18515396137268114
3,0.2886687287917504,0.2151111662387848,0.12451706310877433,0.17491626328764817
4,0.26920155741465396,0.1989210546016693,0.10841459551682839,0.16577217842523867
5,0.2609025702262536,0.19450199604034424,0.10070790617893903,0.15518940736850104
6,0.2561631875160413,0.19287462532520294,0.09982697111673844,0.14755813997143355
7,0.244995867785735,0.19158461689949036,0.10092510665074372,0.15742495006475693
8,0.24062793663679025,0.191141277551651,0.0990501500857182,0.1438967790454626
9,0.24274117862566924,0.1901552826166153,0.09579232545235218,0.14384669246963966
10,0.2386313015833879,0.18863092362880707,0.09797331595268005,0.1438551611529711
11,0.23423180385277823,0.1863466203212738,0.0953312136997015,0.13462569278020126
12,0.23779488641482133,0.18435542285442352,0.09573706010213265,0.13773902176091304
13,0.22234842104789537,0.18786580860614777,0.09432229953698623,0.13407706502729502
14,0.21823894958465528,0.18782883882522583,0.09299167083242,0.1253696738336331
15,0.22765703957814437,0.18397118151187897,0.092468946121442,0.13100447706305063
16,0.2151907478005458,0.1858808398246765,0.09215799929239811,0.13075307016380322
17,0.21611851549301392,0.18351197242736816,0.09162149119835633,0.12156162506494766
18,0.21211506197085747,0.18462319672107697,0.0917315046565655,0.12573631848089206
19,0.21375313764199233,0.19087612628936768,0.09219957486941265,0.12017125020233485
20,0.2059516306871023,0.19238373637199402,0.0902166040853048,0.113279650417658
21,0.20184151828289032,0.19255192577838898,0.0925235221019158,0.11435850327595687
22,0.20769749963894868,0.1875077337026596,0.09116177471020283,0.1153392614557957
23,0.20318216104538012,0.1905633509159088,0.08983415021346165,0.11631796872004485
24,0.2040452126127023,0.19138482213020325,0.09147161197585937,0.11511964647051616
25,0.19658531496922174,0.19294096529483795,0.0893095018198857,0.11079269246413158
26,0.19411450586257836,0.19393950700759888,0.08949016263851753,0.10547512432990166
27,0.19418360197391266,0.19437731802463531,0.0900112516604937,0.10711663727385876
28,0.1994544770091008,0.19112418591976166,0.08889904828407826,0.10338639248258029
29,0.20376254484439507,0.20231112837791443,0.08828882070688102,0.10607495316519187
30,0.19393657186092475,0.1925879716873169,0.08942123922782066,0.10472970527525131
31,0.19591035846716318,0.19570392370224,0.0901187301064149,0.10754793595809203
32,0.1808224379634246,0.20361736416816711,0.09003028502831092,0.10096717654512478
