EntryTimestamp,Expiry,PnL,Credit,MaxLoss,WidthPut,WidthCall,ReturnOnRisk
2025-02-07T15:00:00.0,2025-02-07T21:00:00.0,-0.7625000000000057,0.13749999999999998,4.3625,4.5,2.0,-0.17478510028653427
2025-02-10T15:00:00.0,2025-02-11T21:00:00.0,0.77,0.77,5.23,3.0,6.0,0.14722753346080306
2025-02-11T15:00:00.0,2025-02-12T21:00:00.0,1.1975,1.1975,7.8025,9.0,4.0,0.15347644985581543
2025-02-12T15:00:00.0,2025-02-13T21:00:00.0,-1.3700000000000057,0.78,2.2199999999999998,2.0,3.0,-0.6171171171171197
2025-02-13T15:00:00.0,2025-02-14T21:00:00.0,0.73,0.73,4.27,5.0,3.0,0.17096018735363
2025-02-14T15:00:00.0,2025-02-14T21:00:00.0,0.07999999999999433,0.23,2.77,3.0,1.0,0.02888086642599073
2025-02-18T15:00:00.0,2025-02-19T21:00:00.0,0.49750000000000005,0.49750000000000005,1.5025,2.0,2.0,0.3311148086522463
2025-02-20T15:00:00.0,2025-02-21T21:00:00.0,-2.1675000000000004,0.8325,2.1675,3.0,3.0,-1.0000000000000002
2025-02-21T15:00:00.0,2025-02-21T21:00:00.0,-2.6475000000000004,0.35250000000000004,2.6475,3.0,2.0,-1.0000000000000002
2025-02-24T15:00:00.0,2025-02-25T21:00:00.0,0.6774999999999999,0.6774999999999999,2.3225000000000002,3.0,2.0,0.29171151776103327
2025-02-25T15:00:00.0,2025-02-26T21:00:00.0,0.9675,0.9675,3.0324999999999998,4.0,3.0,0.31904369332234134
2025-02-26T15:00:00.0,2025-02-27T21:00:00.0,-0.029999999999995468,0.6,5.4,1.0,6.0,-0.005555555555554716
2025-02-27T15:00:00.0,2025-02-28T21:00:00.0,0.945,0.945,4.055,5.0,3.0,0.23304562268803947
2025-02-28T15:00:00.0,2025-02-28T21:00:00.0,0.2725000000000001,0.2725000000000001,1.7275,2.0,1.0,0.15774240231548484
2025-03-03T15:00:00.0,2025-03-04T21:00:00.0,-1.532499999999992,0.7574999999999998,2.2425,3.0,3.0,-0.6833890746934189
2025-03-04T15:00:00.0,2025-03-05T21:00:00.0,0.587500000000001,1.0574999999999999,2.9425,4.0,4.0,0.19966015293118133
2025-03-05T15:00:00.0,2025-03-06T21:00:00.0,0.9675,0.9675,3.0324999999999998,3.0,4.0,0.31904369332234134
2025-03-06T15:00:00.0,2025-03-07T21:00:00.0,1.3075,1.3075,3.6925,5.0,4.0,0.35409614082599866
2025-03-07T15:00:00.0,2025-03-07T21:00:00.0,0.685,0.685,2.315,3.0,3.0,0.2958963282937365
2025-03-10T14:00:00.0,2025-03-11T20:00:00.0,1.1675,1.1675,3.8325,5.0,4.0,0.30463144161774297
2025-03-11T14:00:00.0,2025-03-12T20:00:00.0,1.2375,1.2375,6.7625,8.0,4.0,0.18299445471349354
2025-03-12T14:00:00.0,2025-03-13T20:00:00.0,0.8525,0.8525,2.1475,3.0,3.0,0.39697322467986035
2025-03-13T14:00:00.0,2025-03-14T20:00:00.0,0.8599999999999999,0.8599999999999999,3.14,3.0,4.0,0.2738853503184713
2025-03-14T14:00:00.0,2025-03-14T20:00:00.0,-0.37750000000000683,0.30250000000000005,1.6975,2.0,2.0,-0.2223858615611233
2025-03-17T14:00:00.0,2025-03-18T20:00:00.0,0.9025,0.9025,5.0975,6.0,4.0,0.17704757233938204
2025-03-20T14:00:00.0,2025-03-21T20:00:00.0,0.8574999999999988,0.8875,3.1125,4.0,4.0,0.27550200803212815
2025-03-21T14:00:00.0,2025-03-21T20:00:00.0,0.5625,0.5625,5.4375,6.0,3.0,0.10344827586206896
2025-03-24T14:00:00.0,2025-03-25T20:00:00.0,0.5599999999999999,0.5599999999999999,1.44,2.0,2.0,0.38888888888888884
2025-03-25T14:00:00.0,2025-03-26T20:00:00.0,0.11000000000000004,0.6100000000000001,6.39,7.0,1.0,0.017214397496087646
