Metric,Value
count,112.0
avg_pnl_per_condor,0.1387032163792291
min_pnl_per_condor,-2.550278693139553
max_pnl_per_condor,1.8624693602323528
win_rate,0.7142857142857143
avg_credit,0.5603755459345744
avg_max_loss,3.1851601683511386
avg_return_on_risk,0.05820642095949746
