Epoch,TrainLoss,ValLoss,TrainDeltaLoss
1,0.1674667585354585,0.13056829571723938,0.16421757237269327
2,0.12969570578290865,0.12782584130764008,0.12827252023495161
3,0.12141544171250783,0.12646540999412537,0.12132504123907822
4,0.11747943294736055,0.12461929768323898,0.11904831660481599
5,0.11476313466062912,0.12406417727470398,0.11361531282846744
6,0.1133127874479844,0.12293951958417892,0.11374604501403295
7,0.11217026355174872,0.12102515250444412,0.11188339728575486
8,0.11266807065560268,0.12059665471315384,0.11025776054996711
9,0.11017174245073245,0.12098462134599686,0.1077366700539222
10,0.10792144244680038,0.11975598335266113,0.10728197716749631
11,0.10857753426982807,0.12040791660547256,0.10610793473628852
12,0.10732577253992741,0.11937583982944489,0.10596144084747021
13,0.10722241607996133,0.11878860741853714,0.10610363403191933
14,0.10496438609865996,0.11743534356355667,0.10442634671926498
15,0.10413647357087868,0.11689924448728561,0.10399444974385776
16,0.10535616914813335,0.11731710284948349,0.10318482867800273
17,0.10534176402367078,0.1168459877371788,0.10393296984525827
18,0.1037920295045926,0.11755194514989853,0.10299997117656928
19,0.10156226989168388,0.11846748739480972,0.10147845286589402
20,0.10125333701188748,0.11822611838579178,0.10141766214599976
21,0.10274749707717162,0.11862476915121078,0.10054381335010895
22,0.1011999728014836,0.11829932779073715,0.10028486928114524
23,0.10146525072363707,0.11993779987096786,0.09929572446988179
24,0.09800121847253579,0.11924602836370468,0.10111000646765415
25,0.09921248543720979,0.1207163855433464,0.0974399083508895
26,0.09882409985248859,0.12025266140699387,0.0974147216631816
27,0.09713560056227905,0.1198829859495163,0.09688643050881532
28,0.09825437200757173,0.12055625021457672,0.09575262723060754
29,0.09644777929553619,0.12080438435077667,0.09602551076274651
30,0.09609559092384118,0.1192701905965805,0.09580958691927102
31,0.09652783778997567,0.1206221729516983,0.09603816700669435
32,0.09519238741352008,0.12156964093446732,0.09513935188834484
