Epoch,TrainLoss,ValLoss,TrainDeltaLoss,TrainSizeLoss
1,0.7248695890108744,0.6850731372833252,0.10319495325287183,0.5931664258241653
2,0.7023378113905588,0.5371677875518799,0.1128579614063104,0.491987148920695
3,0.48258920510609943,0.5298306345939636,0.10349929332733154,0.4352256829539935
4,0.4924358129501343,0.5221283435821533,0.10326669613520305,0.46063542862733203
5,0.4546002944310506,0.5111547708511353,0.10260302200913429,0.37669085959593457
6,0.5105482389529546,0.4994095265865326,0.09542486319939296,0.3708280995488167
7,0.4428099940220515,0.4856840670108795,0.09528264030814171,0.31774989267190296
8,0.4330531284213066,0.47465091943740845,0.08747890964150429,0.36314940452575684
9,0.4120534012715022,0.4642724394798279,0.095415694018205,0.3361279293894768
10,0.4550970643758774,0.45447611808776855,0.08966454863548279,0.35015469789505005
11,0.37950200339158374,0.4493289291858673,0.09140708049138387,0.26412846768895787
12,0.3824061055978139,0.4444328546524048,0.08538762914637725,0.29261957108974457
13,0.40312300125757855,0.4381258487701416,0.08347975835204124,0.26741066326697666
14,0.37796346098184586,0.4325999915599823,0.08762131258845329,0.2855096211036046
15,0.3793939799070358,0.4271111786365509,0.08458204939961433,0.2852881997823715
16,0.36262452105681103,0.42175719141960144,0.08410414556662242,0.3410080249110858
17,0.3574364135662715,0.41681426763534546,0.0815503957370917,0.2647647683819135
18,0.35656755169232685,0.41437363624572754,0.07829279080033302,0.28563209623098373
19,0.3453598568836848,0.4130859375,0.08279947812358539,0.269075990964969
20,0.3411991223692894,0.41294437646865845,0.07948635642727216,0.269654281437397
21,0.3376925587654114,0.41238221526145935,0.07712110877037048,0.22276804347832999
22,0.32376543680826825,0.41121286153793335,0.07989540447791417,0.2335243746638298
23,0.34691457947095233,0.4124909043312073,0.0804440143207709,0.24570622046788534
24,0.33700644721587497,0.41419586539268494,0.08755521227916081,0.26188795020182926
25,0.35563408335049945,0.4129205346107483,0.08454034601648648,0.23836762209733328
26,0.29959547768036526,0.4111982583999634,0.078665342181921,0.24063309778769812
27,0.3092418710390727,0.41149890422821045,0.08322484170397122,0.2154810974995295
28,0.30383534729480743,0.41018664836883545,0.08683250471949577,0.23589024071892103
29,0.32854849100112915,0.4067462682723999,0.07935367462535699,0.23601870983839035
30,0.305434450507164,0.4045814275741577,0.07958982636531194,0.23690715928872427
31,0.3253113279740016,0.40386152267456055,0.07825012877583504,0.21602119753758112
32,0.29682479550441104,0.40337052941322327,0.07591867633163929,0.19627299656470618
33,0.3112373799085617,0.40252822637557983,0.0824060117204984,0.2220547025402387
34,0.29222484429677326,0.4006674885749817,0.0774425274382035,0.21010466913382211
35,0.3074566001693408,0.39900076389312744,0.07586825080215931,0.21631810565789542
36,0.28025635331869125,0.39819103479385376,0.08065375685691833,0.20961368580659231
37,0.27276450643936795,0.3996136486530304,0.0784310381859541,0.19863119100530943
38,0.2840380643804868,0.40014469623565674,0.08198891455928485,0.19058014452457428
39,0.2857931877175967,0.39969751238822937,0.08093330264091492,0.19662279138962427
40,0.26622843990723294,0.40009641647338867,0.0789147454003493,0.18085665504137674
41,0.2819690480828285,0.4016135334968567,0.08207396542032559,0.20031418651342392
42,0.27816550930341083,0.40102559328079224,0.07888598119219144,0.21069436023632684
43,0.2545402745405833,0.4011092782020569,0.07954537495970726,0.18514575064182281
44,0.2714093029499054,0.4008209705352783,0.07646999135613441,0.18290186176697412
45,0.27415593216816586,0.4002377986907959,0.08178388141095638,0.1805924822886785
46,0.27395565062761307,0.39988410472869873,0.0797800359626611,0.19289752716819444
47,0.3044932037591934,0.39882519841194153,0.07517000660300255,0.18994048113624254
48,0.2640311320622762,0.39965933561325073,0.0759794358164072,0.19593656932314238
49,0.2584530959526698,0.39900025725364685,0.08076931908726692,0.18746728201707205
50,0.2472876782218615,0.39841994643211365,0.0770246647298336,0.17782979706923166
51,0.24862991025050482,0.3983427584171295,0.07758938769499461,0.17523296674092612
