Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,40,-3.033299999999943,-0.07583249999999857,-0.02330830128225091,0.725,-1.2168649328821166,-1.332459032102432
Fixed Delta Condor,30,-4.615799999999978,-0.15385999999999928,-0.054106551426329474,0.7666666666666667,-2.2234905547401795,-2.353022427872362
Sigma Condor,43,-1.1424999999999936,-0.026569767441860317,0.007116971024292669,0.6976744186046512,0.23588606899746273,0.2789168200008843
