Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,62,105.76799999999858,1.7059354838709448,0.02896739054292679,0.6290322580645161,0.7573716085589759,0.9999493537656744
Fixed Delta Condor,62,-17.48149999999963,-0.2819596774193489,-0.010617445776766984,0.7258064516129032,-0.42264143521396297,-0.4777540604288423
Sigma Condor,62,146.57799999999924,2.3641612903225684,0.007036979487369729,0.6612903225806451,0.21789660243207623,0.2797072383221275
