Epoch,TrainLoss,ValLoss,TrainDeltaLoss
1,0.12662062818805378,0.08963070064783096,0.12496877511342366
2,0.09275672435760499,0.07331117987632751,0.09492280557751656
3,0.0880867388099432,0.07251138985157013,0.08879704885184765
4,0.08734510454038778,0.07149273157119751,0.084777153780063
5,0.08279377669095993,0.07114960253238678,0.08232998289167881
6,0.081464675689737,0.07060140371322632,0.08102778034905593
7,0.08142664184172949,0.07089222222566605,0.0819579874475797
8,0.08155604576071103,0.0696241706609726,0.08077525893847147
9,0.07909905351698399,0.06971179693937302,0.07768739027281603
10,0.07856603600084781,0.07057376950979233,0.0786959486703078
11,0.07754040596385797,0.07112564146518707,0.07745568603277206
12,0.07664978951215744,0.07063151895999908,0.07651266294221083
13,0.07610732478400072,0.0714142695069313,0.07440638455251852
14,0.07387857387463252,0.07231398671865463,0.07334693968296051
15,0.07519891820847988,0.07103065401315689,0.07561929548780123
16,0.0725292599449555,0.07116800546646118,0.07099582590162754
17,0.07300276545186837,0.070696622133255,0.07142696417868137
18,0.07097277219096819,0.07304812222719193,0.07166769877076148
19,0.07082399477561314,0.07349096238613129,0.06956637340287368
20,0.0714134802420934,0.07261312752962112,0.07109075809518496
21,0.0696740792443355,0.0726725235581398,0.068970579529802
22,0.0679454588641723,0.07422904670238495,0.06874516035119692
23,0.06759845154980819,0.07522986084222794,0.06666946324209372
