Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,24,0.17040054875658242,0.007100022864857601,-0.0026347435583479405,0.7083333333333334,-0.15222210377637624,-0.20437252983128915
Fixed Delta Condor,16,0.5799999999999935,0.036249999999999595,0.02097895767173842,0.75,2.969049999825722,4.136372676700831
Sigma Condor,52,1.0099999999999854,0.01942307692307664,0.054828169614926175,0.6923076923076923,1.3268271539275822,2.414085091043136
