Epoch,TrainLoss,ValLoss,TrainDeltaLoss,TrainSizeLoss
1,0.5203457241877913,0.3477901816368103,0.11066335206851363,0.39755801093997434
2,0.4183166832663119,0.33728039264678955,0.1067922085057944,0.30067858239635825
3,0.4056656211614609,0.3358723819255829,0.0958973120432347,0.28223126055672765
4,0.36698996368795633,0.32706281542778015,0.09971854370087385,0.28318241937085986
5,0.370808694511652,0.3281581401824951,0.09034075133968145,0.24631295737344772
6,0.34630937641486526,0.32153576612472534,0.08910971693694592,0.24892797437496483
7,0.373062705155462,0.31811392307281494,0.09043403342366219,0.26312133111059666
8,0.32974180532619357,0.3251066505908966,0.08689975109882653,0.2471443375106901
9,0.32892179396003485,0.31861135363578796,0.08625680452678353,0.23372521484270692
10,0.3238755580969155,0.3070448338985443,0.08541198668535799,0.23791806446388364
11,0.3200090101454407,0.30625224113464355,0.08526545448694378,0.22241907805437222
12,0.30084145488217473,0.30391985177993774,0.08490775164682418,0.23151052533648908
13,0.3091453146189451,0.3028615117073059,0.08381331239070278,0.21871161926537752
14,0.3181107211858034,0.3026397228240967,0.0885899702552706,0.21938471915200353
15,0.3050348339602351,0.3047213554382324,0.08660611987579614,0.213028556201607
16,0.30057234317064285,0.3023034632205963,0.08212798135355115,0.22315040603280067
17,0.30277192522771657,0.30191293358802795,0.08152521919691935,0.21388048250810243
18,0.2887718752026558,0.29939812421798706,0.08332904241979122,0.2053457992951735
19,0.28846927534323186,0.2969778776168823,0.08060087406192906,0.20519494300242513
20,0.28943540528416634,0.29923319816589355,0.0928431925131008,0.20157587091671303
21,0.2880515279248357,0.29759401082992554,0.08067238726653159,0.2065806185710244
22,0.3482808149419725,0.2960124611854553,0.0801468433055561,0.27066973876208067
23,0.2855768088484183,0.30091729760169983,0.0805305487010628,0.19941144033509772
24,0.2818646105006337,0.2938503921031952,0.08341780724003911,0.19584733119700104
25,0.2854790771380067,0.29183948040008545,0.08071886852849275,0.2165333516895771
26,0.27629645777051337,0.28961068391799927,0.07959051583020482,0.18866916320985183
27,0.27658038260415196,0.2938116192817688,0.08129714545793831,0.19383948401082307
28,0.27445524255745113,0.28875839710235596,0.08101109473500401,0.20045707887038589
29,0.2707869770238176,0.29165494441986084,0.08011915411043447,0.20006124814972281
30,0.26811969617847353,0.296610951423645,0.07999348375597037,0.19122829512389217
31,0.26585588650777936,0.2940608859062195,0.08163153997156769,0.1811539315385744
32,0.27084351563826203,0.2910301089286804,0.085959910065867,0.18093887229042593
33,0.25759847403969616,0.2878820300102234,0.08073271519970149,0.1785611305385828
34,0.26626501604914665,0.2887118458747864,0.08612681494560093,0.18843321385793388
35,0.2500223101815209,0.28394460678100586,0.08117339038290083,0.16746259763522175
36,0.27051966777071357,0.2886315882205963,0.08533343323506415,0.1799742744769901
37,0.26118014194071293,0.2874094247817993,0.08017152571119368,0.17192863929085433
38,0.2730985125526786,0.2840759754180908,0.07988656591624022,0.207471146248281
39,0.26011769426986575,0.2835882604122162,0.08017388719599694,0.17634893096692394
40,0.2533384673297405,0.2805421054363251,0.07773377616831567,0.16597565618576482
41,0.249571479158476,0.2813211679458618,0.07961176987737417,0.17644085813662969
42,0.24190826597623527,0.2825259566307068,0.08163770660758018,0.15869987863698043
43,0.2614116999320686,0.2860093414783478,0.08179242699407041,0.16685162263456732
44,0.25396503461524844,0.28691717982292175,0.08130666380748153,0.16920057823881507
45,0.24726310622645542,0.2862977087497711,0.07866762464982457,0.1672828338741965
46,0.2409543925896287,0.2896500825881958,0.08337994001340121,0.16940067522227764
47,0.25115592451766133,0.2847282886505127,0.07883936795406044,0.16890557250007987
48,0.24206672329455614,0.2895887494087219,0.08442498289514333,0.16393229668028653
49,0.24067647941410542,0.28658413887023926,0.0833035169634968,0.1501445100402634
50,0.23337635048665106,0.294508695602417,0.08042230235878378,0.16571893205400556
51,0.24033267539925873,0.28670215606689453,0.08009075606241822,0.15666784008499235
52,0.2635708092711866,0.2800082266330719,0.08138453401625156,0.18759319023229182
53,0.23313668393529952,0.2890956997871399,0.07955570984631777,0.15786602051957743
54,0.24490203242748976,0.2881219685077667,0.08196966233663261,0.15179969102609903
55,0.25099543249234557,0.28810620307922363,0.07880853558890522,0.1377700639422983
56,0.2380664385855198,0.2949531674385071,0.08643858600407839,0.15198255285940832
57,0.23025327397044748,0.2933593690395355,0.07960420532617718,0.16087738442001864
58,0.2394852451980114,0.29398882389068604,0.08388301869854331,0.14640480364323594
59,0.2235947852022946,0.2933884263038635,0.08080493635497987,0.14276892668567598
60,0.2194335910025984,0.2919570207595825,0.08017817127984017,0.1407704659504816
61,0.21787176199723035,0.29023459553718567,0.07798272800573613,0.13833564124070108
62,0.23632095800712705,0.2850651144981384,0.07815562437644985,0.1332494761736598
63,0.22530220402404666,0.28989994525909424,0.08210211410187185,0.1473437906242907
64,0.21087014605291188,0.2856989800930023,0.07822952794958837,0.13532148918602616
65,0.20422382024116814,0.2913808524608612,0.08034036972094327,0.13908644777256995
66,0.21670131175778806,0.2919970154762268,0.07893266278551891,0.12294132123224699
67,0.2005120946560055,0.2958675026893616,0.08078722027130425,0.16695475636515766
