Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,113,12.711704088622337,0.11249295653648086,0.04803403600887376,0.7345132743362832,2.652850958220413,3.5751586497782073
Fixed Delta Condor,103,11.505000000000049,0.11169902912621407,0.03735325465416958,0.8155339805825242,2.468738344556643,2.8673793994890366
Sigma Condor,120,13.664900000000028,0.1138741666666669,0.00278624660696134,0.6916666666666667,0.05444023194360184,0.05715514630338619
