Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,62,-4.199999999999891,-0.06774193548386921,-0.045327777666923745,0.6129032258064516,-1.3163535706815395,-1.5510130234263473
Fixed Delta Condor,62,-8.259999999999875,-0.1332258064516109,-0.028862726966007606,0.7258064516129032,-1.2390549843772882,-1.3668843746203678
Sigma Condor,62,-12.699999999999848,-0.2048387096774169,-0.4467382556269145,0.6451612903225806,-2.2257275635591443,-2.2275788598806114
