Epoch,TrainLoss,ValLoss,TrainDeltaLoss
1,0.10728384678562482,0.09198619425296783,0.10614403088887532
2,0.09599204907814661,0.09046627581119537,0.09416918928424517
3,0.09071412670115629,0.08919251710176468,0.08956833084424337
4,0.09027513191103935,0.08752202987670898,0.08897111838062605
5,0.08738916143774986,0.08616351336240768,0.08656350399057071
6,0.0857512050618728,0.08580252528190613,0.08461117955545584
7,0.08299492423733075,0.08581218123435974,0.08433188199996948
8,0.08430539394418399,0.08658035099506378,0.08265696813662847
9,0.08198947310447693,0.08627094328403473,0.0823581837117672
10,0.08097982928156852,0.08788333833217621,0.08078068159520627
11,0.07990555092692375,0.08901043236255646,0.07968161826332411
12,0.07998891721169153,0.08827723562717438,0.08091238588094711
13,0.07916885167360306,0.08937320113182068,0.07818324528634549
14,0.07885672176877657,0.08935730159282684,0.07782062689463297
15,0.07671526049574216,0.08872586488723755,0.07671661612888177
16,0.07800932750105857,0.08879020065069199,0.07694824089606603
17,0.07711209766566754,0.09000220894813538,0.07655341029167176
18,0.07602587193250657,0.09014479070901871,0.07540835663676262
19,0.07650264191130797,0.0925287976861,0.07555017036696275
20,0.07297442878286044,0.09149172902107239,0.07376063019037246
21,0.07271394667526086,0.09394232928752899,0.07369732894003392
