Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,58,10.940000000000019,0.18862068965517273,0.027689780058354638,0.6896551724137931,1.1786216250302128,1.4296012211905196
Fixed Delta Condor,51,6.320000000000021,0.12392156862745139,0.0390579279977433,0.803921568627451,2.1863027999403064,2.555357448968223
Sigma Condor,59,10.500000000000032,0.1779661016949158,-0.07847297436219006,0.6610169491525424,-1.127654931774188,-1.1609875220099468
