EntryTime,Expiry,Type,Strike,Direction,PnL
2024-02-09T15:00:00.0,2024-02-09T21:00:00.0,Put,497.0,-1,0.19
2024-02-09T15:00:00.0,2024-02-09T21:00:00.0,Call,502.0,-1,0.14
2024-02-09T15:00:00.0,2024-02-09T21:00:00.0,Put,491.0,1,-0.02
2024-02-09T15:00:00.0,2024-02-09T21:00:00.0,Call,508.0,1,-0.01
2024-02-12T15:00:00.0,2024-02-13T21:00:00.0,Put,497.0,-1,-2.519999999999998
2024-02-12T15:00:00.0,2024-02-13T21:00:00.0,Call,506.0,-1,0.32
2024-02-12T15:00:00.0,2024-02-13T21:00:00.0,Put,490.0,1,-0.06
2024-02-12T15:00:00.0,2024-02-13T21:00:00.0,Call,509.0,1,-0.07
2024-02-13T15:00:00.0,2024-02-14T21:00:00.0,Put,489.0,-1,0.32
2024-02-13T15:00:00.0,2024-02-14T21:00:00.0,Call,498.0,-1,-0.5500000000000159
2024-02-13T15:00:00.0,2024-02-14T21:00:00.0,Put,479.0,1,-0.04
2024-02-13T15:00:00.0,2024-02-14T21:00:00.0,Call,505.0,1,-0.03
2024-02-14T15:00:00.0,2024-02-15T21:00:00.0,Put,493.0,-1,0.41
2024-02-14T15:00:00.0,2024-02-15T21:00:00.0,Call,501.0,-1,-0.6299999999999818
2024-02-14T15:00:00.0,2024-02-15T21:00:00.0,Put,485.0,1,-0.07
2024-02-14T15:00:00.0,2024-02-15T21:00:00.0,Call,504.0,1,-0.1
2024-02-15T15:00:00.0,2024-02-16T21:00:00.0,Put,495.0,-1,0.38
2024-02-15T15:00:00.0,2024-02-16T21:00:00.0,Call,504.0,-1,0.33
2024-02-15T15:00:00.0,2024-02-16T21:00:00.0,Put,489.0,1,-0.09
2024-02-15T15:00:00.0,2024-02-16T21:00:00.0,Call,510.0,1,-0.02
2024-02-16T15:00:00.0,2024-02-16T21:00:00.0,Put,496.0,-1,0.31
2024-02-16T15:00:00.0,2024-02-16T21:00:00.0,Call,503.0,-1,0.14
2024-02-16T15:00:00.0,2024-02-16T21:00:00.0,Put,490.0,1,-0.04
2024-02-16T15:00:00.0,2024-02-16T21:00:00.0,Call,508.0,1,-0.02
2024-02-20T15:00:00.0,2024-02-21T21:00:00.0,Put,491.0,-1,0.46
2024-02-20T15:00:00.0,2024-02-21T21:00:00.0,Call,502.0,-1,0.37
2024-02-20T15:00:00.0,2024-02-21T21:00:00.0,Put,487.0,1,-0.15
2024-02-20T15:00:00.0,2024-02-21T21:00:00.0,Call,508.0,1,-0.04
2024-02-21T15:00:00.0,2024-02-22T21:00:00.0,Put,490.0,-1,0.51
2024-02-21T15:00:00.0,2024-02-22T21:00:00.0,Call,501.0,-1,-5.899999999999995
2024-02-21T15:00:00.0,2024-02-22T21:00:00.0,Put,485.0,1,-0.11
2024-02-21T15:00:00.0,2024-02-22T21:00:00.0,Call,507.0,1,0.32999999999999546
2024-02-22T15:00:00.0,2024-02-23T21:00:00.0,Put,500.0,-1,0.34
2024-02-22T15:00:00.0,2024-02-23T21:00:00.0,Call,510.0,-1,0.29
2024-02-22T15:00:00.0,2024-02-23T21:00:00.0,Put,494.0,1,-0.07
2024-02-22T15:00:00.0,2024-02-23T21:00:00.0,Call,514.0,1,-0.06
2024-02-23T15:00:00.0,2024-02-23T21:00:00.0,Put,506.0,-1,0.14
2024-02-23T15:00:00.0,2024-02-23T21:00:00.0,Call,512.0,-1,0.2
2024-02-23T15:00:00.0,2024-02-23T21:00:00.0,Put,500.0,1,-0.02
2024-02-23T15:00:00.0,2024-02-23T21:00:00.0,Call,517.0,1,-0.01
2024-02-26T15:00:00.0,2024-02-27T21:00:00.0,Put,504.0,-1,0.3
2024-02-26T15:00:00.0,2024-02-27T21:00:00.0,Call,512.0,-1,0.24999999999999997
2024-02-26T15:00:00.0,2024-02-27T21:00:00.0,Put,494.0,1,-0.03
2024-02-26T15:00:00.0,2024-02-27T21:00:00.0,Call,515.0,1,-0.05
2024-02-27T15:00:00.0,2024-02-28T21:00:00.0,Put,503.0,-1,0.18
2024-02-27T15:00:00.0,2024-02-28T21:00:00.0,Call,510.0,-1,0.24
2024-02-27T15:00:00.0,2024-02-28T21:00:00.0,Put,497.0,1,-0.05
2024-02-27T15:00:00.0,2024-02-28T21:00:00.0,Call,515.0,1,-0.02
2024-02-28T15:00:00.0,2024-02-29T21:00:00.0,Put,501.0,-1,0.32
2024-02-28T15:00:00.0,2024-02-29T21:00:00.0,Call,510.0,-1,0.26
2024-02-28T15:00:00.0,2024-02-29T21:00:00.0,Put,496.0,1,-0.07
2024-02-28T15:00:00.0,2024-02-29T21:00:00.0,Call,517.0,1,-0.01
2024-02-29T15:00:00.0,2024-03-01T21:00:00.0,Put,504.0,-1,0.3
2024-02-29T15:00:00.0,2024-03-01T21:00:00.0,Call,513.0,-1,0.28
2024-02-29T15:00:00.0,2024-03-01T21:00:00.0,Put,499.0,1,-0.06
2024-02-29T15:00:00.0,2024-03-01T21:00:00.0,Call,519.0,1,-0.02
2024-03-01T15:00:00.0,2024-03-01T21:00:00.0,Put,507.0,-1,0.15
2024-03-01T15:00:00.0,2024-03-01T21:00:00.0,Call,512.0,-1,-0.63
2024-03-01T15:00:00.0,2024-03-01T21:00:00.0,Put,501.0,1,-0.02
2024-03-01T15:00:00.0,2024-03-01T21:00:00.0,Call,517.0,1,-0.01
2024-03-04T15:00:00.0,2024-03-05T21:00:00.0,Put,509.0,-1,-1.360000000000025
2024-03-04T15:00:00.0,2024-03-05T21:00:00.0,Call,516.0,-1,0.2
2024-03-04T15:00:00.0,2024-03-05T21:00:00.0,Put,504.0,1,-0.06
2024-03-04T15:00:00.0,2024-03-05T21:00:00.0,Call,522.0,1,-0.01
2024-03-05T15:00:00.0,2024-03-06T21:00:00.0,Put,506.0,-1,0.37
2024-03-05T15:00:00.0,2024-03-06T21:00:00.0,Call,514.0,-1,0.38
2024-03-05T15:00:00.0,2024-03-06T21:00:00.0,Put,477.0,1,-0.01
2024-03-05T15:00:00.0,2024-03-06T21:00:00.0,Call,518.0,1,-0.06
2024-03-06T15:00:00.0,2024-03-07T21:00:00.0,Put,505.0,-1,0.37
2024-03-06T15:00:00.0,2024-03-07T21:00:00.0,Call,515.0,-1,0.25
2024-03-06T15:00:00.0,2024-03-07T21:00:00.0,Put,498.0,1,-0.05
2024-03-06T15:00:00.0,2024-03-07T21:00:00.0,Call,519.0,1,-0.06
2024-03-07T15:00:00.0,2024-03-08T21:00:00.0,Put,508.0,-1,0.47
2024-03-07T15:00:00.0,2024-03-08T21:00:00.0,Call,518.0,-1,0.45
2024-03-07T15:00:00.0,2024-03-08T21:00:00.0,Put,501.0,1,-0.07
2024-03-07T15:00:00.0,2024-03-08T21:00:00.0,Call,525.0,1,-0.02
2024-03-08T15:00:00.0,2024-03-08T21:00:00.0,Put,515.0,-1,-2.4799999999999907
2024-03-08T15:00:00.0,2024-03-08T21:00:00.0,Call,521.0,-1,0.17
2024-03-08T15:00:00.0,2024-03-08T21:00:00.0,Put,509.0,1,-0.03
2024-03-08T15:00:00.0,2024-03-08T21:00:00.0,Call,526.0,1,-0.01
2024-03-11T14:00:00.0,2024-03-12T20:00:00.0,Put,503.0,-1,0.55
2024-03-11T14:00:00.0,2024-03-12T20:00:00.0,Call,516.0,-1,-0.3499999999999454
2024-03-11T14:00:00.0,2024-03-12T20:00:00.0,Put,496.0,1,-0.08
2024-03-11T14:00:00.0,2024-03-12T20:00:00.0,Call,521.0,1,-0.08
2024-03-12T14:00:00.0,2024-03-13T20:00:00.0,Put,508.0,-1,0.39
2024-03-12T14:00:00.0,2024-03-13T20:00:00.0,Call,518.0,-1,0.4
2024-03-12T14:00:00.0,2024-03-13T20:00:00.0,Put,502.0,1,-0.08
2024-03-12T14:00:00.0,2024-03-13T20:00:00.0,Call,523.0,1,-0.04
2024-03-13T14:00:00.0,2024-03-14T20:00:00.0,Put,511.0,-1,0.31
2024-03-13T14:00:00.0,2024-03-14T20:00:00.0,Call,520.0,-1,0.38
2024-03-13T14:00:00.0,2024-03-14T20:00:00.0,Put,505.0,1,-0.08
2024-03-13T14:00:00.0,2024-03-14T20:00:00.0,Call,525.0,1,-0.04
2024-03-14T14:00:00.0,2024-03-15T20:00:00.0,Put,507.0,-1,0.56
2024-03-14T14:00:00.0,2024-03-15T20:00:00.0,Call,518.0,-1,0.34
2024-03-14T14:00:00.0,2024-03-15T20:00:00.0,Put,501.0,1,-0.18
2024-03-14T14:00:00.0,2024-03-15T20:00:00.0,Call,524.0,1,-0.03
2024-03-15T14:00:00.0,2024-03-15T20:00:00.0,Put,506.0,-1,0.23
2024-03-15T14:00:00.0,2024-03-15T20:00:00.0,Call,514.0,-1,0.18
2024-03-15T14:00:00.0,2024-03-15T20:00:00.0,Put,500.0,1,-0.05
2024-03-15T14:00:00.0,2024-03-15T20:00:00.0,Call,519.0,1,-0.02
2024-03-19T14:00:00.0,2024-03-20T20:00:00.0,Put,507.0,-1,0.63
2024-03-19T14:00:00.0,2024-03-20T20:00:00.0,Call,517.0,-1,-2.750000000000018
2024-03-19T14:00:00.0,2024-03-20T20:00:00.0,Put,500.0,1,-0.06
2024-03-19T14:00:00.0,2024-03-20T20:00:00.0,Call,522.0,1,-0.06
2024-03-20T14:00:00.0,2024-03-21T20:00:00.0,Put,509.0,-1,0.48
2024-03-20T14:00:00.0,2024-03-21T20:00:00.0,Call,521.0,-1,-0.6500000000000273
2024-03-20T14:00:00.0,2024-03-21T20:00:00.0,Put,502.0,1,-0.08
2024-03-20T14:00:00.0,2024-03-21T20:00:00.0,Call,525.0,1,-0.13
2024-03-21T14:00:00.0,2024-03-22T20:00:00.0,Put,519.0,-1,0.27
2024-03-21T14:00:00.0,2024-03-22T20:00:00.0,Call,527.0,-1,0.29
2024-03-21T14:00:00.0,2024-03-22T20:00:00.0,Put,510.0,1,-0.03
2024-03-21T14:00:00.0,2024-03-22T20:00:00.0,Call,531.0,1,-0.04
2024-03-22T14:00:00.0,2024-03-22T20:00:00.0,Put,519.0,-1,0.14
2024-03-22T14:00:00.0,2024-03-22T20:00:00.0,Call,524.0,-1,0.14
2024-03-22T14:00:00.0,2024-03-22T20:00:00.0,Put,513.0,1,-0.02
2024-03-22T14:00:00.0,2024-03-22T20:00:00.0,Call,530.0,1,-0.01
2024-03-25T14:00:00.0,2024-03-26T20:00:00.0,Put,517.0,-1,0.32
2024-03-25T14:00:00.0,2024-03-26T20:00:00.0,Call,524.0,-1,0.18
2024-03-25T14:00:00.0,2024-03-26T20:00:00.0,Put,510.0,1,-0.03
2024-03-25T14:00:00.0,2024-03-26T20:00:00.0,Call,528.0,1,-0.01
2024-03-26T14:00:00.0,2024-03-27T20:00:00.0,Put,518.0,-1,0.24
2024-03-26T14:00:00.0,2024-03-27T20:00:00.0,Call,525.0,-1,0.17
2024-03-26T14:00:00.0,2024-03-27T20:00:00.0,Put,509.0,1,-0.02
2024-03-26T14:00:00.0,2024-03-27T20:00:00.0,Call,528.0,1,-0.03
2024-03-27T14:00:00.0,2024-03-28T20:00:00.0,Put,517.0,-1,0.31
2024-03-27T14:00:00.0,2024-03-28T20:00:00.0,Call,524.0,-1,0.3
2024-03-27T14:00:00.0,2024-03-28T20:00:00.0,Put,510.0,1,-0.05
2024-03-27T14:00:00.0,2024-03-28T20:00:00.0,Call,531.0,1,-0.02
2024-03-28T14:00:00.0,2024-03-28T20:00:00.0,Put,521.0,-1,0.18
2024-03-28T14:00:00.0,2024-03-28T20:00:00.0,Call,526.0,-1,0.09
2024-03-28T14:00:00.0,2024-03-28T20:00:00.0,Put,515.0,1,-0.02
2024-03-28T14:00:00.0,2024-03-28T20:00:00.0,Call,531.0,1,-0.01
2024-04-01T14:00:00.0,2024-04-02T20:00:00.0,Put,521.0,-1,-1.8499999999999954
2024-04-01T14:00:00.0,2024-04-02T20:00:00.0,Call,527.0,-1,0.2
2024-04-01T14:00:00.0,2024-04-02T20:00:00.0,Put,515.0,1,-0.04
2024-04-01T14:00:00.0,2024-04-02T20:00:00.0,Call,530.0,1,-0.04
2024-04-02T14:00:00.0,2024-04-03T20:00:00.0,Put,513.0,-1,0.41
2024-04-02T14:00:00.0,2024-04-03T20:00:00.0,Call,522.0,-1,0.24
2024-04-02T14:00:00.0,2024-04-03T20:00:00.0,Put,506.0,1,-0.07
2024-04-02T14:00:00.0,2024-04-03T20:00:00.0,Call,527.0,1,-0.03
2024-04-03T14:00:00.0,2024-04-04T20:00:00.0,Put,515.0,-1,-1.3099999999999954
2024-04-03T14:00:00.0,2024-04-04T20:00:00.0,Call,523.0,-1,0.27
2024-04-03T14:00:00.0,2024-04-04T20:00:00.0,Put,510.0,1,-0.08
2024-04-03T14:00:00.0,2024-04-04T20:00:00.0,Call,533.0,1,-0.01
2024-04-04T14:00:00.0,2024-04-05T20:00:00.0,Put,518.0,-1,0.37
2024-04-04T14:00:00.0,2024-04-05T20:00:00.0,Call,527.0,-1,0.39
2024-04-04T14:00:00.0,2024-04-05T20:00:00.0,Put,512.0,1,-0.06
2024-04-04T14:00:00.0,2024-04-05T20:00:00.0,Call,531.0,1,-0.06
2024-04-05T14:00:00.0,2024-04-05T20:00:00.0,Put,512.0,-1,0.32
2024-04-05T14:00:00.0,2024-04-05T20:00:00.0,Call,519.0,-1,0.32
2024-04-05T14:00:00.0,2024-04-05T20:00:00.0,Put,506.0,1,-0.05
2024-04-05T14:00:00.0,2024-04-05T20:00:00.0,Call,525.0,1,-0.02
2024-04-08T14:00:00.0,2024-04-09T20:00:00.0,Put,514.0,-1,0.44
2024-04-08T14:00:00.0,2024-04-09T20:00:00.0,Call,523.0,-1,0.31
2024-04-08T14:00:00.0,2024-04-09T20:00:00.0,Put,510.0,1,-0.14
2024-04-08T14:00:00.0,2024-04-09T20:00:00.0,Call,529.0,1,-0.02
2024-04-09T14:00:00.0,2024-04-10T20:00:00.0,Put,512.0,-1,0.53
2024-04-09T14:00:00.0,2024-04-10T20:00:00.0,Call,525.0,-1,0.45
2024-04-09T14:00:00.0,2024-04-10T20:00:00.0,Put,505.0,1,-0.07
2024-04-09T14:00:00.0,2024-04-10T20:00:00.0,Call,530.0,1,-0.05
2024-04-10T14:00:00.0,2024-04-11T20:00:00.0,Put,507.0,-1,0.53
2024-04-10T14:00:00.0,2024-04-11T20:00:00.0,Call,520.0,-1,0.43
2024-04-10T14:00:00.0,2024-04-11T20:00:00.0,Put,500.0,1,-0.11
2024-04-10T14:00:00.0,2024-04-11T20:00:00.0,Call,524.0,1,-0.1
2024-04-11T14:00:00.0,2024-04-12T20:00:00.0,Put,507.5,-1,0.49
2024-04-11T14:00:00.0,2024-04-12T20:00:00.0,Call,520.0,-1,0.43
2024-04-11T14:00:00.0,2024-04-12T20:00:00.0,Put,501.0,1,-0.11
2024-04-11T14:00:00.0,2024-04-12T20:00:00.0,Call,525.0,1,-0.07
2024-04-12T14:00:00.0,2024-04-12T20:00:00.0,Put,511.0,-1,0.3700000000000091
2024-04-12T14:00:00.0,2024-04-12T20:00:00.0,Call,519.0,-1,0.19
2024-04-12T14:00:00.0,2024-04-12T20:00:00.0,Put,505.0,1,-0.08
2024-04-12T14:00:00.0,2024-04-12T20:00:00.0,Call,524.0,1,-0.02
2024-04-15T14:00:00.0,2024-04-16T20:00:00.0,Put,509.0,-1,-5.269999999999975
2024-04-15T14:00:00.0,2024-04-16T20:00:00.0,Call,520.0,-1,0.39
2024-04-15T14:00:00.0,2024-04-16T20:00:00.0,Put,503.0,1,-0.16
2024-04-15T14:00:00.0,2024-04-16T20:00:00.0,Call,526.0,1,-0.03
2024-04-16T14:00:00.0,2024-04-17T20:00:00.0,Put,497.0,-1,0.66
2024-04-16T14:00:00.0,2024-04-17T20:00:00.0,Call,511.0,-1,0.58
2024-04-16T14:00:00.0,2024-04-17T20:00:00.0,Put,491.0,1,-0.21
2024-04-16T14:00:00.0,2024-04-17T20:00:00.0,Call,516.0,1,-0.12
2024-04-17T14:00:00.0,2024-04-18T20:00:00.0,Put,498.0,-1,0.43
2024-04-17T14:00:00.0,2024-04-18T20:00:00.0,Call,511.0,-1,0.45
2024-04-17T14:00:00.0,2024-04-18T20:00:00.0,Put,494.0,1,-0.2
2024-04-17T14:00:00.0,2024-04-18T20:00:00.0,Call,517.0,1,-0.06
2024-04-18T14:00:00.0,2024-04-19T20:00:00.0,Put,494.0,-1,0.51
2024-04-18T14:00:00.0,2024-04-19T20:00:00.0,Call,507.0,-1,0.53
2024-04-18T14:00:00.0,2024-04-19T20:00:00.0,Put,488.0,1,-0.13
2024-04-18T14:00:00.0,2024-04-19T20:00:00.0,Call,513.0,1,-0.07
2024-04-19T14:00:00.0,2024-04-19T20:00:00.0,Put,495.0,-1,0.2800000000000159
2024-04-19T14:00:00.0,2024-04-19T20:00:00.0,Call,504.0,-1,0.31
2024-04-19T14:00:00.0,2024-04-19T20:00:00.0,Put,489.0,1,-0.07
2024-04-19T14:00:00.0,2024-04-19T20:00:00.0,Call,510.0,1,-0.03
2024-04-22T14:00:00.0,2024-04-23T20:00:00.0,Put,492.0,-1,0.52
2024-04-22T14:00:00.0,2024-04-23T20:00:00.0,Call,503.0,-1,-1.980000000000016
2024-04-22T14:00:00.0,2024-04-23T20:00:00.0,Put,486.0,1,-0.12
2024-04-22T14:00:00.0,2024-04-23T20:00:00.0,Call,508.0,1,-0.07
2024-04-23T14:00:00.0,2024-04-24T20:00:00.0,Put,497.0,-1,0.42
2024-04-23T14:00:00.0,2024-04-24T20:00:00.0,Call,508.0,-1,0.4
2024-04-23T14:00:00.0,2024-04-24T20:00:00.0,Put,490.0,1,-0.1
2024-04-23T14:00:00.0,2024-04-24T20:00:00.0,Call,513.0,1,-0.06
2024-04-24T14:00:00.0,2024-04-25T20:00:00.0,Put,501.0,-1,0.55
2024-04-24T14:00:00.0,2024-04-25T20:00:00.0,Call,512.0,-1,0.36
2024-04-24T14:00:00.0,2024-04-25T20:00:00.0,Put,490.0,1,-0.05
2024-04-24T14:00:00.0,2024-04-25T20:00:00.0,Call,517.0,1,-0.05
2024-04-25T14:00:00.0,2024-04-26T20:00:00.0,Put,491.0,-1,0.53
2024-04-25T14:00:00.0,2024-04-26T20:00:00.0,Call,505.0,-1,-2.8299999999999725
2024-04-25T14:00:00.0,2024-04-26T20:00:00.0,Put,485.0,1,-0.13
2024-04-25T14:00:00.0,2024-04-26T20:00:00.0,Call,511.0,1,-0.08
2024-04-26T14:00:00.0,2024-04-26T20:00:00.0,Put,504.0,-1,0.35
2024-04-26T14:00:00.0,2024-04-26T20:00:00.0,Call,511.0,-1,0.23
2024-04-26T14:00:00.0,2024-04-26T20:00:00.0,Put,498.0,1,-0.07
2024-04-26T14:00:00.0,2024-04-26T20:00:00.0,Call,517.0,1,-0.01
2024-04-29T14:00:00.0,2024-04-30T20:00:00.0,Put,505.0,-1,-2.4500000000000135
2024-04-29T14:00:00.0,2024-04-30T20:00:00.0,Call,514.0,-1,0.34
2024-04-29T14:00:00.0,2024-04-30T20:00:00.0,Put,497.0,1,-0.05
2024-04-29T14:00:00.0,2024-04-30T20:00:00.0,Call,518.0,1,-0.06
2024-04-30T14:00:00.0,2024-05-01T20:00:00.0,Put,503.0,-1,-2.1899999999999977
2024-04-30T14:00:00.0,2024-05-01T20:00:00.0,Call,515.0,-1,0.38
2024-04-30T14:00:00.0,2024-05-01T20:00:00.0,Put,498.0,1,-0.12
2024-04-30T14:00:00.0,2024-05-01T20:00:00.0,Call,522.0,1,-0.02
2024-05-01T14:00:00.0,2024-05-02T20:00:00.0,Put,494.0,-1,0.53
2024-05-01T14:00:00.0,2024-05-02T20:00:00.0,Call,508.0,-1,0.5
2024-05-01T14:00:00.0,2024-05-02T20:00:00.0,Put,490.0,1,-0.21
2024-05-01T14:00:00.0,2024-05-02T20:00:00.0,Call,514.0,1,-0.09
2024-05-02T14:00:00.0,2024-05-03T20:00:00.0,Put,495.0,-1,0.64
2024-05-02T14:00:00.0,2024-05-03T20:00:00.0,Call,509.0,-1,-1.9899999999999909
2024-05-02T14:00:00.0,2024-05-03T20:00:00.0,Put,488.0,1,-0.09
2024-05-02T14:00:00.0,2024-05-03T20:00:00.0,Call,514.0,1,-0.1
2024-05-03T14:00:00.0,2024-05-03T20:00:00.0,Put,506.0,-1,0.15
2024-05-03T14:00:00.0,2024-05-03T20:00:00.0,Call,514.0,-1,0.23
2024-05-03T14:00:00.0,2024-05-03T20:00:00.0,Put,500.0,1,-0.07
2024-05-03T14:00:00.0,2024-05-03T20:00:00.0,Call,519.0,1,-0.02
2024-05-06T14:00:00.0,2024-05-07T20:00:00.0,Put,510.0,-1,0.35
2024-05-06T14:00:00.0,2024-05-07T20:00:00.0,Call,518.0,-1,0.22
2024-05-06T14:00:00.0,2024-05-07T20:00:00.0,Put,504.0,1,-0.06
2024-05-06T14:00:00.0,2024-05-07T20:00:00.0,Call,523.0,1,-0.02
2024-05-07T14:00:00.0,2024-05-08T20:00:00.0,Put,513.0,-1,0.34
2024-05-07T14:00:00.0,2024-05-08T20:00:00.0,Call,521.0,-1,0.22
2024-05-07T14:00:00.0,2024-05-08T20:00:00.0,Put,506.0,1,-0.04
2024-05-07T14:00:00.0,2024-05-08T20:00:00.0,Call,524.0,1,-0.05
2024-05-08T14:00:00.0,2024-05-09T20:00:00.0,Put,513.0,-1,0.4
2024-05-08T14:00:00.0,2024-05-09T20:00:00.0,Call,520.0,-1,0.1899999999999591
2024-05-08T14:00:00.0,2024-05-09T20:00:00.0,Put,510.0,1,-0.15
2024-05-08T14:00:00.0,2024-05-09T20:00:00.0,Call,526.0,1,-0.02
2024-05-09T14:00:00.0,2024-05-10T20:00:00.0,Put,514.0,-1,0.41
2024-05-09T14:00:00.0,2024-05-10T20:00:00.0,Call,521.0,-1,0.28
2024-05-09T14:00:00.0,2024-05-10T20:00:00.0,Put,508.0,1,-0.06
2024-05-09T14:00:00.0,2024-05-10T20:00:00.0,Call,525.0,1,-0.03
2024-05-10T14:00:00.0,2024-05-10T20:00:00.0,Put,519.0,-1,0.15
2024-05-10T14:00:00.0,2024-05-10T20:00:00.0,Call,524.0,-1,0.16
2024-05-10T14:00:00.0,2024-05-10T20:00:00.0,Put,513.0,1,-0.02
2024-05-10T14:00:00.0,2024-05-10T20:00:00.0,Call,530.0,1,-0.01
2024-05-13T14:00:00.0,2024-05-14T20:00:00.0,Put,517.0,-1,0.35
2024-05-13T14:00:00.0,2024-05-14T20:00:00.0,Call,526.0,-1,0.24
2024-05-13T14:00:00.0,2024-05-14T20:00:00.0,Put,510.0,1,-0.03
2024-05-13T14:00:00.0,2024-05-14T20:00:00.0,Call,530.0,1,-0.03
2024-05-14T14:00:00.0,2024-05-15T20:00:00.0,Put,515.0,-1,0.58
2024-05-14T14:00:00.0,2024-05-15T20:00:00.0,Call,527.0,-1,-1.81000000000005
2024-05-14T14:00:00.0,2024-05-15T20:00:00.0,Put,509.0,1,-0.08
2024-05-14T14:00:00.0,2024-05-15T20:00:00.0,Call,530.0,1,-0.13
2024-05-15T14:00:00.0,2024-05-16T20:00:00.0,Put,522.0,-1,0.42
2024-05-15T14:00:00.0,2024-05-16T20:00:00.0,Call,530.0,-1,0.28
2024-05-15T14:00:00.0,2024-05-16T20:00:00.0,Put,510.0,1,-0.03
2024-05-15T14:00:00.0,2024-05-16T20:00:00.0,Call,535.0,1,-0.03
2024-05-16T14:00:00.0,2024-05-17T20:00:00.0,Put,526.0,-1,0.28
2024-05-16T14:00:00.0,2024-05-17T20:00:00.0,Call,534.0,-1,0.19
2024-05-16T14:00:00.0,2024-05-17T20:00:00.0,Put,520.0,1,-0.07
2024-05-16T14:00:00.0,2024-05-17T20:00:00.0,Call,537.0,1,-0.04
2024-05-17T14:00:00.0,2024-05-17T20:00:00.0,Put,526.0,-1,0.16
2024-05-17T14:00:00.0,2024-05-17T20:00:00.0,Call,531.0,-1,0.13
2024-05-17T14:00:00.0,2024-05-17T20:00:00.0,Put,520.0,1,-0.02
2024-05-17T14:00:00.0,2024-05-17T20:00:00.0,Call,535.0,1,-0.01
2024-05-20T14:00:00.0,2024-05-21T20:00:00.0,Put,528.0,-1,0.3
2024-05-20T14:00:00.0,2024-05-21T20:00:00.0,Call,534.0,-1,0.2
2024-05-20T14:00:00.0,2024-05-21T20:00:00.0,Put,518.0,1,-0.02
2024-05-20T14:00:00.0,2024-05-21T20:00:00.0,Call,538.0,1,-0.01
2024-05-22T14:00:00.0,2024-05-23T20:00:00.0,Put,526.0,-1,0.23999999999995453
2024-05-22T14:00:00.0,2024-05-23T20:00:00.0,Call,536.0,-1,0.48
2024-05-22T14:00:00.0,2024-05-23T20:00:00.0,Put,522.0,1,-0.11
2024-05-22T14:00:00.0,2024-05-23T20:00:00.0,Call,545.0,1,-0.01
2024-05-23T14:00:00.0,2024-05-24T20:00:00.0,Put,525.0,-1,0.43
2024-05-23T14:00:00.0,2024-05-24T20:00:00.0,Call,535.0,-1,0.33
2024-05-23T14:00:00.0,2024-05-24T20:00:00.0,Put,519.0,1,-0.12
2024-05-23T14:00:00.0,2024-05-24T20:00:00.0,Call,540.0,1,-0.03
2024-05-24T14:00:00.0,2024-05-24T20:00:00.0,Put,525.0,-1,0.19
2024-05-24T14:00:00.0,2024-05-24T20:00:00.0,Call,531.0,-1,0.08
2024-05-24T14:00:00.0,2024-05-24T20:00:00.0,Put,519.0,1,-0.03
2024-05-24T14:00:00.0,2024-05-24T20:00:00.0,Call,537.0,1,-0.01
2024-05-28T14:00:00.0,2024-05-29T20:00:00.0,Put,525.0,-1,0.29
2024-05-28T14:00:00.0,2024-05-29T20:00:00.0,Call,533.0,-1,0.18
2024-05-28T14:00:00.0,2024-05-29T20:00:00.0,Put,514.0,1,-0.03
2024-05-28T14:00:00.0,2024-05-29T20:00:00.0,Call,537.0,1,-0.03
2024-05-30T14:00:00.0,2024-05-31T20:00:00.0,Put,520.0,-1,0.34
2024-05-30T14:00:00.0,2024-05-31T20:00:00.0,Call,529.0,-1,0.36
2024-05-30T14:00:00.0,2024-05-31T20:00:00.0,Put,514.0,1,-0.05
2024-05-30T14:00:00.0,2024-05-31T20:00:00.0,Call,535.0,1,-0.03
2024-05-31T14:00:00.0,2024-05-31T20:00:00.0,Put,520.0,-1,0.25
2024-05-31T14:00:00.0,2024-05-31T20:00:00.0,Call,526.0,-1,-1.3200000000000092
2024-05-31T14:00:00.0,2024-05-31T20:00:00.0,Put,514.0,1,-0.02
2024-05-31T14:00:00.0,2024-05-31T20:00:00.0,Call,531.0,1,-0.01
2024-06-03T14:00:00.0,2024-06-04T20:00:00.0,Put,524.0,-1,0.24
2024-06-03T14:00:00.0,2024-06-04T20:00:00.0,Call,532.0,-1,0.21
2024-06-03T14:00:00.0,2024-06-04T20:00:00.0,Put,517.0,1,-0.05
2024-06-03T14:00:00.0,2024-06-04T20:00:00.0,Call,536.0,1,-0.03
2024-06-04T14:00:00.0,2024-06-05T20:00:00.0,Put,522.0,-1,0.31
2024-06-04T14:00:00.0,2024-06-05T20:00:00.0,Call,531.0,-1,-3.1400000000000365
2024-06-04T14:00:00.0,2024-06-05T20:00:00.0,Put,515.0,1,-0.04
2024-06-04T14:00:00.0,2024-06-05T20:00:00.0,Call,538.0,1,-0.02
2024-06-05T14:00:00.0,2024-06-06T20:00:00.0,Put,525.0,-1,0.38
2024-06-05T14:00:00.0,2024-06-06T20:00:00.0,Call,534.0,-1,-0.19000000000005002
2024-06-05T14:00:00.0,2024-06-06T20:00:00.0,Put,515.0,1,-0.02
2024-06-05T14:00:00.0,2024-06-06T20:00:00.0,Call,537.0,1,-0.05
2024-06-06T14:00:00.0,2024-06-07T20:00:00.0,Put,529.0,-1,0.44
2024-06-06T14:00:00.0,2024-06-07T20:00:00.0,Call,539.0,-1,0.46
