Metric,Value
count,19.0
avg_pnl_per_condor,0.0308368421052637
min_pnl_per_condor,-0.5695000000000022
max_pnl_per_condor,0.25699999999999995
win_rate,0.7894736842105263
avg_credit,0.1434736842105263
avg_max_loss,1.3828421052631579
avg_return_on_risk,0.04671735026573319
