Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,19,0.5859000000000103,0.0308368421052637,0.0467173502657332,0.7894736842105263,4.362415624299178,6.413605360400108
Fixed Delta Condor,10,-0.005499999999998867,-0.0005499999999998867,-0.006218088509683936,0.6,-0.7576603690582618,-0.9842776587213862
Sigma Condor,31,0.6605000000000115,0.021306451612903596,0.025357332112996508,0.7096774193548387,0.908956903174689,1.1660922608476258
