Epoch,TrainLoss,ValLoss,TrainDeltaLoss
1,0.12760944639643032,0.10384763777256012,0.12461797669529914
2,0.10784571866194408,0.09405152499675751,0.10937927365303039
3,0.10366343309481939,0.09003240615129471,0.10433440059423446
4,0.10030416026711464,0.08811751008033752,0.10090091476837794
5,0.09980332478880882,0.09055357426404953,0.09805727203687033
6,0.09620184674859047,0.09225217252969742,0.09701649025082588
7,0.09534209271272023,0.09317532181739807,0.0934685749312242
8,0.09350356745223204,0.09378647059202194,0.09277699502805868
9,0.09087381089727084,0.09391257166862488,0.09094572886824608
10,0.092398976162076,0.0955866277217865,0.09148575675984223
11,0.09071862623095513,0.0964590311050415,0.08838594481348991
12,0.08899392113089562,0.09817871451377869,0.08806228985389074
13,0.08895853186647097,0.09843424707651138,0.08916038932899634
14,0.0871873510380586,0.10006225854158401,0.08707466075817744
15,0.08740846266349157,0.10095403343439102,0.08618458025157452
16,0.08754854078094164,0.1016184538602829,0.08523003136118253
17,0.08417589552700519,0.10376670211553574,0.08489571685592333
18,0.08430593274533749,0.10407856106758118,0.08310459802548091
19,0.08292803168296814,0.10523992031812668,0.08500175798932712
