Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,62,-19.086799999999958,-0.3078516129032251,-0.14197917907137947,0.5483870967741935,-2.9071335999703973,-3.1641821172364253
Fixed Delta Condor,62,-8.114199999999968,-0.13087419354838659,-0.023777637577134338,0.7096774193548387,-0.9546639848297124,-1.0557761398933085
Sigma Condor,62,-14.136699999999887,-0.22801129032257883,-0.7427960936706861,0.6129032258064516,-2.248541977330914,-2.246526129770404
