Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,19,1.0999000000000108,0.057889473684211094,0.04896861399802286,0.8421052631578947,3.2955294986947132,4.152963824473545
Fixed Delta Condor,10,-0.03249999999999889,-0.0032499999999998893,-0.007806286415909869,0.6,-0.9554111838526622,-1.230216694543241
Sigma Condor,31,0.4975000000000112,0.016048387096774554,0.016189661467821366,0.7096774193548387,0.5820618423691309,0.7383110515871874
