Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,38,-4.608799999999942,-0.12128421052631426,-0.013554872530254307,0.7368421052631579,-0.7844247674536671,-0.8837277998507945
Fixed Delta Condor,30,-4.387799999999976,-0.14625999999999922,-0.05188772777622446,0.7666666666666667,-2.126822569124289,-2.2570596112319445
Sigma Condor,43,-0.5774999999999915,-0.013430232558139337,0.012845532047108206,0.6976744186046512,0.423087122778562,0.5036744468549124
