Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,21,1.1399000000000086,0.05428095238095279,0.04058233028235999,0.7619047619047619,3.895359628283091,5.487450690594775
Fixed Delta Condor,10,-0.099999999999999,-0.009999999999999901,-0.011714885556720933,0.6,-1.4476220439478862,-1.826054826760449
Sigma Condor,31,0.09000000000001113,0.0029032258064519718,-0.004106277020572833,0.7096774193548387,-0.14861556261882872,-0.18391189094615149
