Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,123,21.205571342614373,0.1724030190456453,0.03019616121581426,0.6910569105691057,1.0914450344518536,1.3720718976616855
Fixed Delta Condor,123,9.400000000000144,0.07642276422764345,0.012418765747169547,0.8048780487804879,0.6420097805241964,0.7202394165813966
Sigma Condor,123,9.910400000000113,0.08057235772357815,-0.1671368296078302,0.7154471544715447,-1.161693217827426,-1.1698184432671548
