Strategy,Count,TotalPnL,AvgPnL,AvgROI,WinRate,Sharpe,Sortino
ML Condor,62,-28.009199999999932,-0.45176129032257956,-0.13757519134262045,0.5483870967741935,-3.419759819053614,-3.7239411924726586
Fixed Delta Condor,62,-13.089199999999972,-0.2111161290322576,-0.038470154369375995,0.7096774193548387,-1.5644436040412322,-1.70088855845797
Sigma Condor,62,-24.179199999999888,-0.38998709677419174,-0.37250556951857206,0.5967741935483871,-2.934193341522502,-2.9259841626572736
